"PID","describe","how","why_1","why_2","why_3","why_4","why_5","otherself","antidem","trust","antiest","elect","polparticipation","antidem_1","antidem_2","antidem_3","antidem_4","antidem_5","antiest_1","antiest_2","antiest_3","antiest_4R","trust_con","trust_gov","trust_jud","trust_sci","trust_pol","trust_news","polparticip_1","polparticip_2","polparticip_3","polparticip_4","polparticip_5","polparticip_6","vote_2024","vote_now","ideo_con","ideo_lib","ideo_demsoc","ideo_lbrtn","ideo_prog","party_gen","party_dem","party_rep","party_ind","party_followup","att_1","is_elg","age","gender","race","edu","income","income_num","edu_num","white_bin","man_bin","rep_bin","dem_bin","ind_bin","ai_sentiment","ai_topics","left_behind_score","category","culprit","feeling_vs_objective","culprit_text","rationale","n_reasons","any_gov","any_nonsense","frac_systemic","frac_individual","frac_both","frac_none","top_category","feedback"
"KL355qd","The middle class person is being squeezed. They are not entitled to any of the benefits that welfare can give but yet pay for everything, as they don't have access to the benefits of the rich,",40,"they pay more taxes","they don't have any rich tax advantages","they are stuck in a cycle",NA,NA,3,NA,2.16666666666667,5.25,1,2.83333333333333,NA,NA,NA,NA,NA,6,6,4,5,2,2,2,3,2,2,3,3,3,3,3,2,"Kamala Harris (Democratic Party)","Gavin Newsom (Democratic Party)",4,4,4,4,5,"Independent",NA,NA,"Neither","Independent | Neither",1,1,37,"woman","Asian","4yearColl","$120,001-$140,000",7,4,0,0,0,0,1,"negative","middle class; economic pressure; welfare; income disparity",7,"economic",0,1,NA,"The response highlights the economic pressure on the middle class, who feel squeezed between not qualifying for welfare benefits and lacking the advantages of the wealthy.",3,0,0,1,0,0,0,"economic",NA
"SZ860xq","A lot of people are out of work, or the work they do have is minimum wage, they can barely afford the rent. They can't save, buy a house, go on vacation, or do anything a ""normal"" person is supposed to do. People can stay in this position for years and never recover.",17,"lack of money","low income job","low education","can't afford to stop working and advance",NA,3,2.4,1.16666666666667,4.75,0,2.16666666666667,2,3,2,3,2,5,5,3,6,1,1,1,1,2,1,4,2,3,2,1,1,"Donald Trump (Republican Party)","Ron Paul",6,1,2,6,2,"Republican",NA,"Strong",NA,"Republican | Strong",1,1,37,"man","White","GED","$40,001-$60,000",3,2,1,1,1,0,0,"negative","unemployment; low wages; cost of living",8,"economic",0,0,NA,"The response highlights economic struggles such as unemployment and low wages, indicating an objective condition of being left behind.",4,0,0,0.25,0,0.75,0,"economic",NA
"PW788dr","I feel like our hero’s! Our Veterans, the people that put there lives and health on the line to protect the American people, to protect me!! They are becoming homeless , unable to take care of themselves , due to illness, or worse mental illnesses that came about because of their duties in the services. The are down trodden and feeling like nobody cared about them. Like everything they did for America was just forgotten. And yet we treat illegal foreigners better than we treat our own citizens, that taught for our freedom. It’s absolutely shameful! Our Veterans should have the best of everything! A safe place to live, free medical, healthy food, and most of all RESPECT!!",52,"Unable to afford food","Unable to afford medical","Can’t pay bills","Disrespect","No help",5,3.6,2.16666666666667,3.5,1,1.16666666666667,3,2,3,4,6,4,2,4,4,2,2,3,2,2,2,2,1,1,1,1,1,"Donald Trump (Republican Party)","I don’t know",6,2,3,2,5,"Republican",NA,"Not very strong",NA,"Republican | Not very strong",1,1,66,"woman","White","GED","$40,001-$60,000",3,2,1,0,1,0,0,"negative","Veterans; homelessness; mental health; immigration",8,"social",1,1,"government policies, societal neglect","The response expresses strong feelings of neglect towards veterans, highlighting their struggles with homelessness and mental health, and contrasts their treatment with that of immigrants.",5,0,1,0.4,0.4,0,0.2,"economic",NA
"FB269qp","I feel ""normal"" people are the ones being left behind. If you aren't LGBTQ, a minority or an illegal immigrant no one seems to care. only outliers and extremeists are being taken seriously. Its sad.",63,"marginilized","no accountability","scared","poor",NA,5,1,1.5,4.25,1,2.33333333333333,1,1,1,1,1,4,4,3,6,1,1,2,3,1,1,5,1,1,3,3,1,"Donald Trump (Republican Party)","Donald Trump (Republican Party)",6,1,1,1,1,"Independent",NA,NA,"Closer to Republican","Independent | Closer to Republican",1,1,50,"man","multiracial","4yearColl","$60,001-$80,000",4,4,0,1,0,0,1,"negative","identity; inclusion; social status",7,"social",0,1,NA,"The response expresses a feeling of neglect for 'normal' people, suggesting they are not prioritized compared to other groups.",4,0,1,0.25,0.25,0,0.5,"other","Thank you"
"MU681vu","People who have low income or no jobs and are unable to make monthly espenses. They have a hard time staying afloat, if they can at all. They have a hard time getting the money they need for essentials.",10,"lost their job","can't find work","can't afford basic essentials",NA,NA,5,1.2,3.16666666666667,4.5,1,3,1,1,1,1,2,3,5,6,4,3,2,3,4,3,4,4,5,3,3,1,2,"Donald Trump (Republican Party)","Donald Trump (Republican Party)",3,4,5,5,5,"Republican",NA,"Strong",NA,"Republican | Strong",1,1,60,"woman","White","GED","$0-$20,000",1,2,1,0,1,0,0,"negative","low income; unemployment; financial struggle",8,"economic",0,0,NA,"The response describes an objective condition of financial struggle due to low income or unemployment.",3,0,0,0.333333333333333,0.333333333333333,0.333333333333333,0,"economic",NA
"AG956kd","i feel like the conservative Christian feels left behind. They see the traditional ways of doing things eroded greatly since the 70s, 80s and 90s. they feel like society is eroding as conservative values are being dismissed",95,"rejection of traditional morals","women's rihts being challenged by men who say they are just as female","lack of respect for the federal government","lack of reverence for the US military","no longer teaching children respect for elders and teachers",4,1.2,3.33333333333333,2,1,4.16666666666667,1,1,1,1,2,2,2,3,1,3,4,4,4,3,2,5,5,5,4,4,2,"Donald Trump (Republican Party)","Donald Trump (Republican Party)",6,1,1,5,3,"Republican",NA,"Not very strong",NA,"Republican | Not very strong",1,1,55,"man","White","2yearColl","$80,001-$100,000",5,3,1,1,1,0,0,"negative","conservative values; societal change; traditional ways",7,"social",0,1,NA,"The response describes a feeling of being left behind due to societal changes and erosion of traditional values.",5,1,0,0.75,0,0.25,0,"social","Have a great day!"
"AD523bk","People who are really struggling right now are low income households. Prices have skyrocketed and it is hard to even afford food or health care.",11,"poor","struggling","minority",NA,NA,4,1.2,2,6.75,1,1.66666666666667,1,1,1,1,2,7,7,7,6,2,1,2,3,2,2,1,3,1,3,1,1,"Kamala Harris (Democratic Party)","Kamala Harris (Democratic Party)",2,4,5,2,5,"Democrat","Not very strong",NA,NA,"Democrat | Not very strong",1,1,29,"woman","White","GED","$40,001-$60,000",3,2,1,0,0,1,0,"negative","low income households; rising prices; affordability; food; health care",8,"economic",0,0,NA,"The response highlights the economic struggles of low income households due to rising prices, affecting their ability to afford basic needs.",3,0,1,0,0.5,0,0.5,"economic",NA
"LJ535me","I believe a left behind person would feel that their efforts are useless. You work so hard and prices are going up higher and higher. With a paycheck not going up you have to cut back on just about everything. This is very frustrating and discouraging. It makes you feel like your back is against a wall with no where to go.",15,"high taxes","food prices going up higher and higher","medication costs","government services cut","layoffs",4,1.4,1.5,6.25,1,3.83333333333333,1,1,1,3,1,7,7,6,5,1,1,2,3,1,1,5,4,5,3,5,1,"Kamala Harris (Democratic Party)","Kamala Harris (Democratic Party)",2,7,5,1,6,"Independent",NA,NA,"Closer to Democratic","Independent | Closer to Democratic",1,1,72,"woman","Black or African American","GED","$60,001-$80,000",4,2,0,0,0,0,1,"negative","rising prices; stagnant wages; financial struggle",8,"economic",0,1,NA,"The response highlights feelings of frustration and discouragement due to economic pressures like rising prices and stagnant wages.",5,1,0,1,0,0,0,"economic",NA
"EF949eu","I think most people have been left behind, but this started with the last presidential administration, not the current. Most people are currently and for some time now have been unable to purchase a house, or afford to buy a car, food, insurance, you name it.",3,"cost of living","economic uncertainty","businesses price gouging",NA,NA,3,2.4,1.83333333333333,5.75,1,2,2,2,2,2,4,4,6,7,6,1,2,2,3,2,1,3,3,3,1,1,1,"Donald Trump (Republican Party)","J. D. Vance (Republican Party)",6,1,1,4,1,"Independent",NA,NA,"Closer to Republican","Independent | Closer to Republican",1,1,44,"woman","White","2yearColl","$80,001-$100,000",5,3,1,0,0,0,1,"negative","housing affordability; cost of living; economic hardship",8,"economic",1,0,"last presidential administration","The response highlights economic hardships and attributes the cause to the previous presidential administration, indicating an objective condition of being left behind.",3,0,0,1,0,0,0,"economic",NA
"EG942sk","This kind of person probably lacks access to basic amenities due to background or legal status. Now, there's the group of people under this emblem that are felt feeling this way, due to under-representation, marginalisation, and so forth.",41,"The person is underrepresentated, so they are not heard","The person is over the working bracket and has no family to support their welfare","Lower economic status due to migration",NA,NA,1,2.6,3,2.75,0,3.33333333333333,1,5,3,3,1,3,3,2,3,3,3,3,4,3,2,5,5,1,5,2,2,"Donald Trump (Republican Party)","J. D. Vance (Republican Party)",5,4,4,4,4,"Republican",NA,"Not very strong",NA,"Republican | Not very strong",1,1,30,"woman","Black or African American","4yearColl","$80,001-$100,000",5,4,0,0,1,0,0,"negative","access to amenities; under-representation; marginalisation",7,"social",0,1,NA,"The response highlights feelings of being left behind due to social factors like under-representation and marginalisation.",3,0,0,0.666666666666667,0.333333333333333,0,0,"social","none"
"LQ622ht","I feel that people who are genuinely trying to claim asylum are being left behind because they are being harmed by the ICE policies that are targeting illegal immigrants. This person also faces an asylum system that is quite inefficient.",36,"This person may face deportation","This person is seen as ""an enemy"" by some","This person likely struggles financially",NA,NA,1,1,2.5,5.25,1,1.5,1,1,1,1,1,4,6,5,6,2,2,3,4,2,2,4,1,1,1,1,1,"Donald Trump (Republican Party)","I would not vote",5,2,2,3,1,"Republican",NA,"Not very strong",NA,"Republican | Not very strong",1,1,19,"man","Asian","GED","Over $200,000",11,2,0,1,1,0,0,"negative","asylum seekers; ICE policies; immigration system",7,"political",1,1,"ICE policies","The response expresses concern about asylum seekers being negatively impacted by ICE policies and an inefficient asylum system.",3,1,0,0.333333333333333,0.666666666666667,0,0,"economic",NA
"UK303lv","Any minority feels left behind because of how ignorant our president is and the laws he tries to make.",49,"Laws","Racists","Transphobes","Homophobes","President",1,NA,1.5,7,1,1,NA,NA,NA,NA,NA,7,7,7,7,1,1,2,3,1,1,1,1,1,1,1,1,"I did not vote","I would not vote",1,1,1,1,1,"No preference",NA,NA,"Neither","Independent | Neither",1,1,34,"man","White","GED","$20,001-$40,000",2,2,1,1,0,0,0,"negative","minority rights; presidential policies",8,"political",1,1,"president","The response expresses a negative sentiment towards the president's actions and policies, suggesting minorities feel left behind due to perceived ignorance and harmful laws.",5,1,1,0.4,0.4,0,0.2,"social",NA
"DF959du","Poor people and lower-middle class people are being left behind. Once upon a time, we could pay our bills on any job. Now we can't even halfway meet those bills. Worse, because of the algorithm on some online job applications, we may not even get a call back, even if we do apply to ""better"" jobs. Rents are raising because people who privately owned apartments and houses have sold to corporations who have made it impossible to afford to live on one's own. Add into that the inflation caused by the tariffs, and by individual companies, and it's a no-win situation. Unless you make six figures, you'll never be comfortable. Just to illustrate my point: I have a mobile home that someone gave me, for no cash. It's only worth about $4400, in fair trade value. I pay $385 to rent the lot it's on. I'm near town, so if my 2012 Kia breaks down, I can walk to the Dollar General or the gas station next door. But my son and I, between us, only make $29,000 a year. We consider ourselves fortunate. And that is the saddest thing you'll probably read today, except for cases of outright homelessness. Without the trailer we live in, we'd be on the street.",51,"Jobs are being lost.","Jobs are ruling people out, before their application or resume is even considered, because of the algorithm","Some industries are dying, even though they're needed, because of cost of training (ie., auto mechanics, plumbers, repairmen)","Tariffs","Inflation in the housing market.",5,2.4,2.33333333333333,6.5,0,3.16666666666667,1,1,1,4,5,7,7,7,5,2,2,2,4,1,3,5,4,4,1,4,1,"Kamala Harris (Democratic Party)","Kamala Harris (Democratic Party)",1,6,NA,NA,6,"Democrat","Strong",NA,NA,"Democrat | Strong",1,1,50,"woman","White","GED","$20,001-$40,000",2,2,1,0,0,1,0,"negative","economic hardship; housing affordability; job market challenges; inflation",8,"economic",1,0,"corporations, tariffs, individual companies","The response highlights economic struggles due to rising rents, job market challenges, and inflation, with specific blame on corporations and tariffs.",5,1,0,1,0,0,0,"economic","Honestly, looking at the policies that Trump is currently signing, I feel like he's trying cull the working class. It's not very smart, considering how we do work for the people he's attempting to help (ie., the rich corporate owners). But between tariffs, inflation, ending COVID vaccines except for very special cases, ending Medicaid/Medicare, ending SNAP...it does seem like he's intent on killing the working class. It's not an exaggeration, in my opinion."
