"PID","Status","Progress","Duration..in.seconds.","Finished","consent","lebe_cont_1","elect_exp","elect_change","elect_econ","elect_cult","mob_1","mob_2","mob_3","mob_4","mob_5","mob_6","mob_7","mob_8","check_1","soccon_1","soccon_2","soccon_3","soccon_4","soccon_5","lonely_1","lonely_2","lonely_3","leftbehind_cooley_1","leftbehind_cooley_2","leftbehind_cooley_3","leftbehind_cooley_4","leftbehind_cooley_5","ideo","gender_.99_TEXT","race_8_TEXT","age","check_2","feedback","gender","race_1","race_2","race_3","race_4","race_5","race_6","race_7","race_8","income","edu","party_gen","party_gen_5_TEXT","party_dem","party_rep","party_ind"
"PA156la","0","100","601","1","1","18","5","6","5","6","4","5","5","5","6","5","6","5","5","2","2","2","6","2","1","1","1","","","","","","6","","","51","Blue","","man","White","","","","","","","","$160,001-$180,000","MA","Republican","","","Strong",""
"JM358hw","0","100","223","1","1","0","3","4","3","4","3","5","3","6","5","5","3","3","5","1","1","1","7","1","1","1","1","","","","","","4","","","66","blue","thank you","woman","White","","","","","","","","$60,001-$80,000","2yearColl","Republican","","","Not very strong",""
"NI071gw","0","100","393","1","1","78","5","5","1","1","3","6","3","5","5","5","3","3","5","7","6","5","3","7","3","2","3","","","","","","2","","","35","Blue","","woman","White","","","","","","","","$20,001-$40,000","GED","Independent","","","","Closer to Democratic"
"QA816oe","0","100","375","1","1","89","2","4","1","1","2","4","3","4","4","4","4","4","5","2","4","2","6","2","1","1","1","","","","","","1","","","68","none","","woman","","","Black or African American","","","","","","$20,001-$40,000","GED","Democrat","","Strong","",""
"JR112ff","0","100","546","1","1","77","4","1","7","7","1","7","1","7","7","7","1","1","5","1","1","1","6","2","1","1","1","","","","","","6","","","19","Blue","","woman","White","","","","","","","","$40,001-$60,000","GED","Republican","","","Strong",""
"TU613yx","0","100","409","1","1","70","3","3","2","6","3","5","2","6","5","5","3","3","5","5","3","5","5","6","1","1","2","","","","","","5","","","38","Red","","man","White","","","","","","","","$60,001-$80,000","GED","Independent","","","","Closer to Republican"
"YA557ij","0","100","1548","1","1","0","5","5","4","1","2","6","3","6","6","6","3","3","5","3","2","2","6","2","2","1","2","","","","","","2","","","60","blue","na","woman","","","Black or African American","","","","","","$40,001-$60,000","4yearColl","Democrat","","Strong","",""
"OT554ng","0","100","227","1","1","80","4","2","1","1","4","2","3","3","3","3","5","5","5","5","5","5","4","6","2","2","2","","","","","","1","","","32","purple","","man","White","","","","","","","","$40,001-$60,000","MA","Independent","","","","Closer to Democratic"
"WL859bf","0","100","265","1","1","52","5","4","4","1","5","4","2","4","3","4","5","4","5","5","5","5","3","5","2","2","2","","","","","","4","","mixed race","48","red","","woman","","","","","","","","Other (please specify)","$20,001-$40,000","4yearColl","Independent","","","","Neither"
"IB709fx","0","100","243","1","1","81","4","5","2","1","3","5","5","5","4","5","3","5","5","7","7","6","3","7","3","3","3","","","","","","3","","","54","Purple","","woman","White","","","","","","","","$20,001-$40,000","2yearColl","Independent","","","","Neither"
"EC609gx","0","100","489","1","1","73","5","6","5","4","5","5","3","4","4","5","5","6","5","5","3","5","4","4","2","1","2","","","","","","7","","","47","Red","","woman","White","Hispanic, Latino, or Spanish origin","","","","","","","$40,001-$60,000","MA","Republican","","","Strong",""
"YW591pc","0","100","442","1","1","41","4","5","5","4","2","6","2","6","7","6","2","2","5","5","3","3","4","2","3","2","2","","","","","","7","","","48","green","","woman","","","Black or African American","","","","","","$20,001-$40,000","PHD","Republican","","","Strong",""
"WL708qs","0","100","231","1","1","80","4","3","4","7","5","3","4","3","3","3","6","6","5","5","5","4","4","5","3","3","2","","","","","","6","","","48","yellow","","woman","","Hispanic, Latino, or Spanish origin","","","","","","","$0-$20,000","4yearColl","Republican","","","Not very strong",""
"TC642mb","0","100","723","1","1","62","2","2","2","7","3","5","3","5","5","5","3","3","5","2","1","2","5","3","1","1","1","","","","","","6","","","37","blue","","woman","White","","","","","","","","$0-$20,000","2yearColl","Republican","","","Strong",""
"XX377jq","0","100","184","1","1","50","5","6","5","5","4","4","5","4","4","5","4","3","5","2","2","3","6","3","1","2","2","","","","","","6","","","46","Blue","","woman","White","","","","","","","","$40,001-$60,000","GED","Republican","","","Strong",""
"UU756rx","0","100","588","1","1","34","1","4","1","2","5","2","5","3","3","3","5","5","5","2","1","1","6","3","1","1","1","","","","","","3","","","54","Blue","None","man","White","","","","","","","","$0-$20,000","GED","Independent","","","","Closer to Democratic"
"OO765lz","0","100","281","1","1","0","5","6","5","2","6","6","6","6","6","5","6","5","5","1","1","1","7","1","1","1","1","","","","","","6","","","51","green","","man","White","","","","","","","","$180,001-$200,000","MA","Republican","","","Strong",""
"UU679lp","0","100","747","1","1","13","4","5","5","7","1","6","2","6","5","5","2","2","5","2","2","2","5","2","1","1","1","","","","","","7","","","50","Green","","man","","Hispanic, Latino, or Spanish origin","","","","","","","$100,001-$120,000","4yearColl","Republican","","","Strong",""
"AV081nc","0","100","537","1","1","55","6","2","1","1","5","3","5","3","5","5","4","7","5","2","2","2","6","4","1","1","1","","","","","","1","","","30","Pink","","woman","","","Black or African American","","","","","","$80,001-$100,000","4yearColl","Democrat","","Strong","",""
"YK682rq","0","100","556","1","1","23","6","7","3","5","2","5","2","5","5","5","5","3","5","3","2","2","5","3","1","1","1","","","","","","6","","","41","black","n/a","woman","White","","","","","","","","$140,001-$160,000","PHD","Republican","","","Strong",""
"YQ009rc","0","100","244","1","1","85","1","3","3","1","5","3","5","3","4","5","4","4","5","6","6","6","3","6","3","3","3","","","","","","2","","","35","Purple","","woman","","","Black or African American","","","","","","$0-$20,000","4yearColl","Independent","","","","Closer to Democratic"
"TU390ua","0","100","304","1","1","89","4","3","1","1","5","2","5","3","3","3","5","5","5","7","7","7","2","7","3","3","3","","","","","","1","","","38","purple","","woman","White","","","","","","","","$40,001-$60,000","GED","Democrat","","Strong","",""
"YH095de","0","100","124","1","1","61","2","7","3","1","3","5","2","6","6","6","2","2","5","5","4","5","4","6","3","3","2","","","","","","3","","","33","purple","","woman","","","Black or African American","","","","","","$40,001-$60,000","GED","Independent","","","","Neither"
"QY451np","0","100","563","1","1","15","5","5","1","1","5","2","5","2","1","3","5","5","5","3","2","5","5","5","2","1","2","","","","","","2","","","31","light blue","","woman","White","","","","","","","","$100,001-$120,000","MA","Democrat","","Strong","",""
"IA881vl","0","100","152","1","1","0","3","4","5","3","2","6","2","6","6","6","2","1","5","3","3","3","5","3","1","1","1","","","","","","3","","","35","blue","","man","","","","Asian","","","","","Over $200,000","4yearColl","Independent","","","","Closer to Democratic"
"HA350xc","0","100","383","1","1","15","2","2","4","5","3","3","5","3","3","6","5","5","5","5","5","5","5","5","2","2","2","","","","","","4","","","54","Blue","Thank you","man","White","","","","","","","","$40,001-$60,000","GED","Independent","","","","Closer to Republican"
"NU139sp","0","100","908","1","1","90","4","3","2","1","3","5","3","6","5","5","3","3","5","5","5","6","5","5","1","2","2","","","","","","2","","","44","pink","","woman","White","Hispanic, Latino, or Spanish origin","","","","","","","$80,001-$100,000","2yearColl","Democrat","","Strong","",""
"TX355tq","0","100","350","1","1","20","7","5","2","4","2","5","2","5","5","5","2","2","5","1","1","1","7","1","1","1","1","","","","","","4","","","68","cobalt blue","","woman","White","","","","","","","","$40,001-$60,000","GED","Democrat","","Not very strong","",""
"GH706le","0","100","229","1","1","28","5","5","5","6","2","5","2","5","5","5","2","2","5","3","2","2","6","2","1","2","1","","","","","","5","","","50","blue","","man","","","Black or African American","","","","","","$180,001-$200,000","GED","Republican","","","Not very strong",""
"EV017jc","0","100","327","1","1","40","4","3","7","6","1","5","1","7","7","7","1","2","5","7","5","6","2","6","1","1","1","","","","","","6","","","56","red","n/a","woman","White","","","","","","","","$100,001-$120,000","4yearColl","Republican","","","Not very strong",""
"TW242uy","0","100","599","1","1","10","5","4","3","3","3","5","3","5","3","5","3","3","5","2","1","2","2","1","1","1","1","","","","","","2","","","72","blue","none","man","White","","","","","","","","$40,001-$60,000","2yearColl","Democrat","","Strong","",""
"XJ153mb","0","100","207","1","1","88","5","3","1","1","6","2","7","2","2","2","6","6","5","7","2","7","2","6","3","3","3","","","","","","2","","","33","Purple","","woman","","Hispanic, Latino, or Spanish origin","","","","","","","$20,001-$40,000","GED","Independent","","","","Closer to Democratic"
"DE347tr","0","100","229","1","1","13","5","3","2","3","3","7","3","6","6","6","3","2","5","3","3","3","5","2","2","2","2","","","","","","4","","","51","blue","","man","White","","","","","","","","$180,001-$200,000","4yearColl","Republican","","","Not very strong",""
"AN132la","0","100","145","1","1","0","1","7","7","7","1","7","4","6","7","2","2","6","5","1","1","1","7","3","1","1","1","","","","","","7","","","78","Green","n/a","man","White","","","","","","","","$80,001-$100,000","2yearColl","Republican","","","Strong",""
"CK176ol","0","100","306","1","1","39","4","4","2","6","4","4","3","4","4","4","4","4","5","2","2","2","6","2","1","1","1","","","","","","6","","","24","Black","","man","","","Black or African American","","","","","","$80,001-$100,000","MA","Republican","","","Not very strong",""
"VJ572lm","0","100","275","1","1","20","1","7","7","7","1","7","1","7","7","7","1","1","5","3","6","5","4","4","3","3","2","","","","","","6","","","57","Blue","","man","White","","","","","","","","$20,001-$40,000","GED","Republican","","","Strong",""
"VU828ck","0","100","202","1","1","17","5","5","6","5","2","6","2","6","6","6","2","2","5","2","2","2","6","2","1","1","1","","","","","","5","","","31","Blue","Thanks!","man","White","Hispanic, Latino, or Spanish origin","","","","","","","$140,001-$160,000","4yearColl","Republican","","","Not very strong",""
"PC989hl","0","100","168","1","1","20","3","5","3","1","2","6","2","6","6","6","2","2","5","2","2","2","5","2","2","2","2","","","","","","2","","","47","green","","woman","White","","","","","","","","Over $200,000","PHD","Democrat","","Strong","",""
"TP576vs","0","100","275","1","1","15","3","4","1","7","3","5","3","5","4","5","3","3","5","1","1","4","6","4","1","1","1","","","","","","5","","","45","purple","","woman","White","","","","","","","","$140,001-$160,000","GED","Independent","","","","Closer to Republican"
"KC790ov","0","100","647","1","1","0","4","5","3","4","1","6","1","6","7","5","2","2","5","3","3","4","4","4","1","2","2","","","","","","5","","","63","Gray","","man","White","","","","","","","","$60,001-$80,000","4yearColl","Independent","","","","Closer to Republican"
"TN900nr","0","100","461","1","1","40","4","6","7","3","2","5","3","6","5","7","2","3","5","5","3","5","5","5","2","2","3","","","","","","4","","","41","My favorite color is blue.","","woman","","","Black or African American","","","","","","$100,001-$120,000","4yearColl","Independent","","","","Neither"
"DQ531xf","0","100","176","1","1","52","5","4","2","2","4","5","4","6","4","6","3","2","5","3","3","2","4","2","2","2","3","","","","","","2","","","31","blue","","woman","","Hispanic, Latino, or Spanish origin","","","","","","","$60,001-$80,000","2yearColl","Democrat","","Not very strong","",""
"QS600dq","0","100","353","1","1","0","5","2","7","6","3","6","4","6","6","5","4","2","5","5","4","2","4","5","2","1","1","","","","","","4","","","65","green","I enjoy solitude and being away from a lot of people. I spend time outdoors to just sit and be in awe of God's creations around me.","man","White","","","","","","","","Over $200,000","4yearColl","Republican","","","Not very strong",""
"KV631cs","0","100","467","1","1","59","4","6","6","3","2","2","2","6","6","5","3","3","5","5","5","5","3","5","2","2","2","","","","","","5","","","54","Blue","","man","White","","","","","","","","Over $200,000","4yearColl","Republican","","","Not very strong",""
"NU831yt","0","100","325","1","1","42","5","4","5","6","3","3","5","3","2","3","3","3","5","5","5","5","3","5","2","2","2","","","","","","6","","","26","blue","","man","White","","","","","","","","$120,001-$140,000","4yearColl","Republican","","","Strong",""
"KH312fw","0","100","179","1","1","13","7","5","2","1","4","4","4","4","4","4","4","4","5","2","2","2","7","2","1","1","1","","","","","","5","","","25","Blue","","man","","","","Asian","","","","","$60,001-$80,000","4yearColl","Republican","","","Not very strong",""
"TC265pi","0","100","248","1","1","70","3","3","4","3","3","4","2","5","4","4","2","4","5","5","5","4","5","4","1","2","2","","","","","","2","","","39","Silver","","man","","","Black or African American","","","","","","Prefer not to answer","4yearColl","Independent","","","","Closer to Democratic"
"VK861fs","0","100","358","1","1","40","5","5","4","1","3","6","2","6","6","6","4","2","5","4","5","5","6","5","1","2","2","","","","","","2","","","27","Pink","","woman","","","Black or African American","","","","","","$20,001-$40,000","2yearColl","Democrat","","Strong","",""
"DP736ic","0","100","1141","1","1","50","4","5","3","2","5","6","2","5","6","6","2","3","5","3","2","3","6","5","2","2","1","","","","","","4","","","60","Blue","","man","White","","","","","","","","$60,001-$80,000","MA","Independent","","","","Neither"
"FU995yn","0","100","1050","1","1","100","6","1","1","1","3","5","4","5","6","4","3","6","5","2","2","2","6","2","1","1","1","","","","","","1","","","54","pink","","woman","","","Black or African American","","","","","","$140,001-$160,000","PHD","Republican","","","Strong",""
